filename,width,height,class,xmin,ymin,xmax,ymax
signalAhead_1323817542_avi_image11.jpg,704,480,signalAhead,493,266,532,298
stop_1323803184_avi_image15.jpg,704,480,stop,563,20,592,48
pedestrian_1323820755_avi_image7.jpg,704,480,pedestrianCrossing,562,271,612,319
speedLimit_1323824296_avi_image17.jpg,704,480,speedLimit45,175,175,202,207
stop_1323819291_avi_image19.jpg,704,480,stop,459,203,516,254
speedLimit_1323822919_avi_image15.jpg,704,480,speedLimit35,621,162,657,205
stop_1323820633_avi_image11.jpg,704,480,stop,531,295,552,315
pedestrian_1323822830_avi_image14.jpg,704,480,pedestrianCrossing,536,142,601,204
speedLimit_1323821252_avi_image1.jpg,704,480,schoolSpeedLimit25,501,287,518,316
speedLimit_1323823843_avi_image8.jpg,704,480,speedLimit40,653,139,688,178
speedLimit_1323822057_avi_image1.jpg,704,480,speedLimit55,484,260,526,324
stop_1323817842_avi_image22.jpg,704,480,stop,538,237,576,273
speedLimit_1323817452_avi_image1.jpg,704,480,speedLimit40,250,321,267,340
yield_1323816786_avi_image11.jpg,704,480,yield,406,276,428,295
stop_1323820633_avi_image12.jpg,704,480,stop,541,289,563,310
signalAhead_1323823223_avi_image5.jpg,704,480,signalAhead,548,214,570,236
signalAhead_1323822259_avi_image5.jpg,704,480,signalAhead,469,307,492,329
stop_1323822759_avi_image20.jpg,704,480,stop,613,122,667,169
stop_1323822840_avi_image16.jpg,704,480,stop,553,115,608,169
stop_1323804651_avi_image18.jpg,704,480,stop,519,52,543,75
merge_1323821565_avi_image2.jpg,704,480,merge,591,256,617,286
stop_1323817816_avi_image2.jpg,704,480,stop,388,293,407,313
stop_1323822870_avi_image10.jpg,704,480,stop,630,136,691,195
stop_1323821112_avi_image10.jpg,704,480,stop,387,273,426,311
merge_1323817276_avi_image18.jpg,704,480,merge,432,260,483,304
signalAhead_1323817460_avi_image9.jpg,704,480,signalAhead,14,282,54,321
stop_1323822602_avi_image23.jpg,704,480,stop,519,228,564,269
signalAhead_1323896726_avi_image10.jpg,640,480,signalAhead,400,230,421,250
pedestrian_1323822718_avi_image18.jpg,704,480,pedestrianCrossing,543,165,572,202
stop_1323822577_avi_image6.jpg,704,480,stop,381,291,402,311
stop_1323817842_avi_image17.jpg,704,480,stop,484,265,513,291
stop_1323823007_avi_image5.jpg,704,480,stop,515,198,535,218
addedLane_1323820177_avi_image4.jpg,704,480,addedLane,135,272,183,315
stop_1323804473_avi_image18.jpg,704,480,stop,551,17,605,65
stop_1323821112_avi_image25.jpg,704,480,stop,554,248,609,300
addedLane_1323817202_avi_image2.jpg,704,480,addedLane,363,303,392,328
speedLimit_1323817827_avi_image6.jpg,704,480,speedLimit35,289,266,321,305
pedestrian_1323820836_avi_image24.jpg,704,480,pedestrianCrossing,627,201,685,259
stop_1323822904_avi_image22.jpg,704,480,stop,535,164,586,213
speedLimit_1323822290_avi_image15.jpg,704,480,speedLimit50,317,294,334,313
stop_1323823007_avi_image12.jpg,704,480,stop,523,186,553,215
stop_1323822577_avi_image0.jpg,704,480,stop,353,300,369,315
speedLimit_1323822937_avi_image0.jpg,704,480,speedLimitUrdbl,360,194,378,215
stop_1323820809_avi_image4.jpg,704,480,stop,471,298,494,320
pedestrian_1323822718_avi_image20.jpg,704,480,pedestrianCrossing,557,167,586,203
stop_1323821112_avi_image3.jpg,704,480,stop,326,277,360,310
speedLimit_1323820650_avi_image12.jpg,704,480,speedLimit35,628,224,671,275
speedLimit_1323819361_avi_image17.jpg,704,480,speedLimit45,523,274,550,303
stop_1323816428_avi_image4.jpg,704,480,stop,111,305,134,327
speedLimit_1323822290_avi_image19.jpg,704,480,speedLimit50,317,294,334,313
stop_1323822602_avi_image26.jpg,704,480,stop,564,195,618,247
speedLimit_1323804376_avi_image3.jpg,704,480,speedLimit25,495,48,515,74
speedLimit_1323823843_avi_image2.jpg,704,480,speedLimit40,519,182,541,206
stop_1323816483_avi_image25.jpg,704,480,stop,488,271,517,298
signalAhead_1323804241_avi_image3.jpg,704,480,signalAhead,531,46,558,69
speedLimit_1323824718_avi_image15.jpg,704,480,speedLimit35,579,108,628,162
signalAhead_1323804318_avi_image10.jpg,704,480,signalAhead,570,42,601,70
speedLimit_1323822228_avi_image1.jpg,704,480,speedLimit55,48,189,111,258
stop_1323822602_avi_image5.jpg,704,480,stop,430,287,449,306
stop_1323822577_avi_image23.jpg,704,480,stop,511,150,590,223
speedLimit_1323822057_avi_image4.jpg,704,480,speedLimit55,628,215,694,314
signalAhead_1323822138_avi_image0.jpg,704,480,signalAhead,440,304,465,327
stop_1323804497_avi_image10.jpg,704,480,stop,418,27,438,47
pedestrian_1323822805_avi_image7.jpg,704,480,pedestrianCrossing,365,215,399,246
speedLimit_1323817869_avi_image4.jpg,704,480,speedLimitUrdbl,449,299,469,321
signalAhead_1323822138_avi_image5.jpg,704,480,signalAhead,473,291,503,319
speedLimit_1323820594_avi_image0.jpg,704,480,speedLimitUrdbl,451,324,466,340
stop_1323822577_avi_image8.jpg,704,480,stop,381,283,404,305
speedLimit_1323817452_avi_image8.jpg,704,480,speedLimit40,215,308,236,332
signalAhead_1323822386_avi_image3.jpg,704,480,signalAhead,27,270,66,310
addedLane_1323820177_avi_image5.jpg,704,480,addedLane,103,261,158,310
speedLimit_1323822345_avi_image4.jpg,704,480,speedLimit45,512,223,553,270
merge_1323819651_avi_image1.jpg,704,480,merge,573,280,618,325
stop_1323803184_avi_image8.jpg,704,480,stop,527,29,551,52
pedestrian_1323816399_avi_image2.jpg,704,480,pedestrianCrossing,557,264,584,299
signalAhead_1323817352_avi_image11.jpg,704,480,signalAhead,389,292,423,325
pedestrian_1323820836_avi_image8.jpg,704,480,pedestrianCrossing,471,265,502,294
stop_1323803184_avi_image14.jpg,704,480,stop,559,22,588,50
speedLimit_1323822628_avi_image11.jpg,704,480,speedLimit25,399,275,423,301
addedLane_1323813414_avi_image3.jpg,704,480,addedLane,133,152,197,216
pedestrian_1323820836_avi_image19.jpg,704,480,pedestrianCrossing,555,233,603,277
speedLimit_1323816193_avi_image1.jpg,704,480,speedLimit25,562,222,588,253
speedLimit_1323823940_avi_image8.jpg,704,480,speedLimit40,613,196,635,221
speedLimit_1323816551_avi_image21.jpg,704,480,schoolSpeedLimit25,504,275,522,291
stop_1323819291_avi_image4.jpg,704,480,stop,152,278,178,303
stop_1323804651_avi_image21.jpg,704,480,stop,581,45,609,71
signalAhead_1323814588_avi_image2.jpg,704,480,signalAhead,546,169,610,232
signalAhead_1323817542_avi_image15.jpg,704,480,signalAhead,617,230,667,274
signalAhead_1323816708_avi_image22.jpg,704,480,signalAhead,445,220,522,294
speedLimit_1323804183_avi_image3.jpg,704,480,speedLimitUrdbl,345,40,364,60
yield_1323816786_avi_image9.jpg,704,480,yield,438,273,458,291
speedLimit_1323822585_avi_image0.jpg,704,480,speedLimit35,421,259,446,287
merge_1323817072_avi_image8.jpg,704,480,merge,544,245,601,299
stop_1323820809_avi_image7.jpg,704,480,stop,472,288,500,314
speedLimit_1323822919_avi_image9.jpg,704,480,speedLimit35,510,188,536,219
speedLimit_1323824296_avi_image19.jpg,704,480,speedLimit45,160,167,191,203
signalAhead_1323820257_avi_image6.jpg,704,480,signalAhead,440,267,484,307
stop_1323820452_avi_image8.jpg,704,480,stop,453,241,481,269
stop_1323819316_avi_image10.jpg,704,480,stop,564,188,626,244
speedLimit_1323823940_avi_image2.jpg,704,480,speedLimit40,552,211,570,232
pedestrian_1323816399_avi_image0.jpg,704,480,pedestrianCrossing,550,273,579,306
speedLimit_1323824296_avi_image4.jpg,704,480,speedLimit45,238,207,254,227
stop_1323821086_avi_image8.jpg,704,480,stop,315,279,346,310
stop_1323816483_avi_image8.jpg,704,480,stop,388,317,400,328
stop_1323821155_avi_image11.jpg,704,480,stop,406,301,422,317
yield_1323816786_avi_image18.jpg,704,480,yield,261,263,292,289
merge_1323817276_avi_image17.jpg,704,480,merge,425,263,472,305
stop_1323819291_avi_image23.jpg,704,480,stop,629,148,703,217
stop_1323821112_avi_image6.jpg,704,480,stop,351,274,387,308
stop_1323821086_avi_image7.jpg,704,480,stop,287,285,315,313
pedestrian_1323804739_avi_image3.jpg,704,480,pedestrianCrossing,534,7,574,45
pedestrian_1323822830_avi_image13.jpg,704,480,pedestrianCrossing,519,151,579,210
speedLimit_1323823871_avi_image1.jpg,704,480,speedLimitUrdbl,314,215,329,233
addedLane_1323817202_avi_image6.jpg,704,480,addedLane,379,294,418,328
stop_1323822904_avi_image23.jpg,704,480,stop,558,159,611,211
stop_1323817842_avi_image0.jpg,704,480,stop,455,295,469,308
stop_1323804592_avi_image5.jpg,704,480,stop,269,25,296,49
speedLimit_1323804376_avi_image12.jpg,704,480,speedLimit25,633,16,663,52
stop_1323821155_avi_image19.jpg,704,480,stop,447,282,471,305
pedestrian_1323821060_avi_image6.jpg,704,480,pedestrianCrossing,642,252,681,304
stop_1323804651_avi_image25.jpg,704,480,stop,665,38,700,73
speedLimit_1323824296_avi_image23.jpg,704,480,speedLimit45,128,144,170,193
signalAhead_1323896726_avi_image1.jpg,640,480,signalAhead,417,237,433,252
stop_1323819316_avi_image12.jpg,704,480,stop,615,156,690,226
pedestrian_1323820836_avi_image5.jpg,704,480,pedestrianCrossing,459,275,487,302
stop_1323822759_avi_image6.jpg,704,480,stop,166,201,189,225
stop_1323821155_avi_image21.jpg,704,480,stop,464,272,491,298
merge_1323817276_avi_image22.jpg,704,480,merge,473,234,538,295
speedLimit_1323803166_avi_image10.jpg,704,480,speedLimit25,587,112,604,133
stop_1323820809_avi_image2.jpg,704,480,stop,479,295,502,317
stop_1323816448_avi_image7.jpg,704,480,stop,178,298,199,318
speedLimit_1323821252_avi_image0.jpg,704,480,schoolSpeedLimit25,497,284,514,313
stop_1323816483_avi_image29.jpg,704,480,stop,591,231,638,274
speedLimit_1323822628_avi_image20.jpg,704,480,speedLimit25,633,236,663,269
signalAhead_1323821529_avi_image3.jpg,704,480,signalAhead,410,228,483,297
addedLane_1323817202_avi_image11.jpg,704,480,addedLane,423,259,480,312
pedestrian_1323820836_avi_image16.jpg,704,480,pedestrianCrossing,527,240,571,280
signalAhead_1323820257_avi_image7.jpg,704,480,signalAhead,450,267,498,310
speedLimit_1323822057_avi_image3.jpg,704,480,speedLimit55,568,235,622,320
signalAhead_1323823886_avi_image7.jpg,704,480,signalAhead,477,152,540,214
speedLimit_1323816551_avi_image11.jpg,704,480,schoolSpeedLimit25,518,277,541,311
signalAhead_1323823223_avi_image10.jpg,704,480,signalAhead,597,210,622,236
speedLimit_1323817827_avi_image9.jpg,704,480,speedLimit35,145,271,181,311
signalAhead_1323821529_avi_image7.jpg,704,480,signalAhead,553,154,676,275
speedLimit_1323823871_avi_image7.jpg,704,480,speedLimit40,377,201,397,225
speedLimit_1323822585_avi_image7.jpg,704,480,speedLimit35,413,264,440,296
speedLimit_1323803263_avi_image4.jpg,704,480,speedLimit65,495,22,532,67
stop_1323821112_avi_image28.jpg,704,480,stop,596,236,657,294
speedLimit_1323804183_avi_image5.jpg,704,480,speedLimitUrdbl,316,34,336,56
pedestrian_1323804463_avi_image3.jpg,704,480,pedestrianCrossing,433,15,475,51
stop_1323820481_avi_image9.jpg,704,480,stop,598,302,624,327
addedLane_1323816988_avi_image0.jpg,704,480,addedLane,452,276,495,315
pedestrian_1323821060_avi_image2.jpg,704,480,pedestrianCrossing,588,260,624,310
stop_1323803184_avi_image25.jpg,704,480,stop,621,7,659,44
speedLimit_1323820650_avi_image3.jpg,704,480,speedLimit35,473,282,498,313
stop_1323817842_avi_image8.jpg,704,480,stop,452,290,473,310
pedestrian_1323804739_avi_image0.jpg,704,480,pedestrianCrossing,499,17,534,49
speedLimit_1323822585_avi_image6.jpg,704,480,speedLimit35,414,257,441,288
stop_1323820481_avi_image14.jpg,704,480,stop,671,279,700,307
signalAhead_1323817460_avi_image5.jpg,704,480,signalAhead,97,311,129,343
stop_1323820452_avi_image19.jpg,704,480,stop,600,212,639,249
addedLane_1323816988_avi_image1.jpg,704,480,addedLane,472,266,515,305
pedestrian_1323822830_avi_image9.jpg,704,480,pedestrianCrossing,469,171,515,215
stop_1323822602_avi_image22.jpg,704,480,stop,508,233,549,272
speedLimit_1323821504_avi_image5.jpg,704,480,speedLimitUrdbl,100,330,113,345
addedLane_1323817202_avi_image8.jpg,704,480,addedLane,392,286,435,324
signalAhead_1323823223_avi_image11.jpg,704,480,signalAhead,605,208,630,234
stop_1323820728_avi_image6.jpg,704,480,stop,565,275,604,312
speedLimit_1323804376_avi_image1.jpg,704,480,speedLimitUrdbl,475,56,493,79
speedLimit_1323821504_avi_image11.jpg,704,480,speedLimitUrdbl,44,319,61,341
speedLimit_1323824296_avi_image25.jpg,704,480,speedLimit45,92,125,141,184
speedLimit_1323822628_avi_image18.jpg,704,480,speedLimit25,536,246,566,279
stop_1323804651_avi_image24.jpg,704,480,stop,648,32,679,65
stop_1323817842_avi_image18.jpg,704,480,stop,492,262,523,291
stop_1323823007_avi_image13.jpg,704,480,stop,527,180,558,211
speedLimit_1323822290_avi_image17.jpg,704,480,speedLimit50,317,294,334,313
signalAhead_1323804318_avi_image9.jpg,704,480,signalAhead,556,47,583,73
speedLimit_1323824296_avi_image0.jpg,704,480,speedLimitUrdbl,243,210,257,227
signalAhead_1323819428_avi_image2.jpg,704,480,signalAhead,452,245,498,288
stop_1323822840_avi_image15.jpg,704,480,stop,526,129,577,179
stop_1323821155_avi_image13.jpg,704,480,stop,413,301,431,319
speedLimit_1323824718_avi_image0.jpg,704,480,speedLimitUrdbl,433,208,450,225
stop_1323804592_avi_image7.jpg,704,480,stop,311,16,340,44
stop_1323821086_avi_image14.jpg,704,480,stop,512,230,559,272
addedLane_1323817202_avi_image15.jpg,704,480,addedLane,522,201,625,295
signalAhead_1323814588_avi_image0.jpg,704,480,signalAhead,489,204,533,247
pedestrian_1323822805_avi_image11.jpg,704,480,pedestrianCrossing,417,198,456,235
speedLimit_1323822585_avi_image16.jpg,704,480,speedLimit35,56,261,89,297
stop_1323816448_avi_image10.jpg,704,480,stop,190,294,214,317
stop_1323822759_avi_image2.jpg,704,480,stop,83,209,105,232
stop_1323817816_avi_image5.jpg,704,480,stop,392,284,415,308
stop_1323819316_avi_image7.jpg,704,480,stop,510,225,557,268
stop_1323822840_avi_image6.jpg,704,480,stop,391,177,423,207
speedLimit_1323819361_avi_image2.jpg,704,480,speedLimitUrdbl,404,316,417,333
signalAhead_1323823223_avi_image15.jpg,704,480,signalAhead,657,201,688,232
speedLimit_1323813042_avi_image4.jpg,704,480,schoolSpeedLimit25,621,160,671,230
speedLimit_1323816551_avi_image17.jpg,704,480,schoolSpeedLimit25,574,240,608,293
addedLane_1323820177_avi_image3.jpg,704,480,addedLane,159,283,203,322
stop_1323817842_avi_image15.jpg,704,480,stop,474,274,499,298
stop_1323820633_avi_image6.jpg,704,480,stop,487,303,504,321
stop_1323819316_avi_image1.jpg,704,480,stop,433,268,465,298
stop_1323819291_avi_image10.jpg,704,480,stop,242,265,274,296
speedLimit_1323803166_avi_image12.jpg,704,480,speedLimit25,604,105,622,127
speedLimit_1323821252_avi_image9.jpg,704,480,schoolSpeedLimit25,538,262,564,304
speedLimit_1323824718_avi_image14.jpg,704,480,speedLimit35,539,124,581,170
speedLimit_1323817827_avi_image0.jpg,704,480,speedLimit35,397,261,426,292
signalAhead_1323804141_avi_image5.jpg,704,480,signalAhead,160,0,219,50
speedLimit_1323819361_avi_image5.jpg,704,480,speedLimitUrdbl,416,319,432,337
yield_1323816786_avi_image6.jpg,704,480,yield,476,271,495,288
stop_1323816448_avi_image26.jpg,704,480,stop,510,261,559,306
signalAhead_1323817352_avi_image17.jpg,704,480,signalAhead,544,245,607,302
speedLimit_1323822919_avi_image11.jpg,704,480,speedLimit35,536,183,567,217
pedestrian_1323820836_avi_image14.jpg,704,480,pedestrianCrossing,512,252,550,288
speedLimit_1323824296_avi_image7.jpg,704,480,speedLimit45,223,191,240,211
stop_1323822794_avi_image7.jpg,704,480,stop,456,126,514,177
stop_1323822759_avi_image3.jpg,704,480,stop,103,208,125,232
stop_1323816448_avi_image19.jpg,704,480,stop,295,286,330,317
stop_1323820702_avi_image12.jpg,704,480,stop,593,228,645,278
speedLimit_1323804183_avi_image9.jpg,704,480,speedLimit50,238,17,266,46
signalAhead_1323822472_avi_image9.jpg,704,480,signalAhead,447,252,495,299
speedLimit_1323823913_avi_image2.jpg,704,480,speedLimit40,599,129,648,185
stop_1323804651_avi_image20.jpg,704,480,stop,561,42,588,67
stop_1323823007_avi_image16.jpg,704,480,stop,546,157,584,193
speedLimit_1323824296_avi_image12.jpg,704,480,speedLimit45,197,186,218,211
signalAhead_1323817352_avi_image9.jpg,704,480,signalAhead,365,304,393,331
pedestrian_1323822718_avi_image7.jpg,704,480,pedestrianCrossing,485,198,511,230
stop_1323816483_avi_image5.jpg,704,480,stop,393,317,404,327
merge_1323817276_avi_image5.jpg,704,480,merge,382,291,414,319
speedLimit_1323824739_avi_image0.jpg,704,480,speedLimit35,582,93,642,153
speedLimit_1323822345_avi_image3.jpg,704,480,speedLimit45,480,237,517,277
speedLimit_1323819447_avi_image5.jpg,704,480,speedLimit40,507,226,537,261
speedLimit_1323824718_avi_image7.jpg,704,480,speedLimit35,424,182,446,209
stop_1323816428_avi_image10.jpg,704,480,stop,283,288,311,315
speedLimit_1323824718_avi_image13.jpg,704,480,speedLimit35,509,138,545,178
pedestrian_1323822830_avi_image17.jpg,704,480,pedestrianCrossing,611,110,694,188
pedestrian_1323822830_avi_image0.jpg,704,480,pedestrianCrossing,400,217,431,247
stop_1323817816_avi_image22.jpg,704,480,stop,561,127,653,211
stop_1323822904_avi_image1.jpg,704,480,stop,300,253,317,270
stop_1323821086_avi_image15.jpg,704,480,stop,551,219,600,264
speedLimit_1323822937_avi_image1.jpg,704,480,speedLimitUrdbl,372,189,390,210
speedLimit_1323822628_avi_image16.jpg,704,480,speedLimit25,474,258,502,289
stop_1323821112_avi_image13.jpg,704,480,stop,417,268,459,308
merge_1323817072_avi_image6.jpg,704,480,merge,493,266,538,308
stop_1323822759_avi_image19.jpg,704,480,stop,570,133,619,177
signalAhead_1323822138_avi_image2.jpg,704,480,signalAhead,451,301,477,326
stop_1323804592_avi_image11.jpg,704,480,stop,394,8,427,39
speedLimit_1323817827_avi_image2.jpg,704,480,speedLimit35,375,260,405,295
stop_1323821112_avi_image16.jpg,704,480,stop,446,266,491,308
stop_1323816448_avi_image17.jpg,704,480,stop,246,289,277,318
pedestrian_1323821060_avi_image4.jpg,704,480,pedestrianCrossing,611,255,650,307
pedestrian_1323820836_avi_image7.jpg,704,480,pedestrianCrossing,466,267,496,296
stop_1323804473_avi_image5.jpg,704,480,stop,422,47,447,70
pedestrian_1323822805_avi_image6.jpg,704,480,pedestrianCrossing,355,217,389,248
speedLimit_1323817452_avi_image9.jpg,704,480,speedLimit40,203,304,224,330
stop_1323816448_avi_image0.jpg,704,480,stop,153,307,171,324
stop_1323822759_avi_image14.jpg,704,480,stop,365,170,402,204
speedLimit_1323823940_avi_image6.jpg,704,480,speedLimit40,586,206,606,229
speedLimit_1323824852_avi_image16.jpg,704,480,speedLimit25,465,169,492,198
speedLimit_1323824296_avi_image14.jpg,704,480,speedLimit45,187,183,211,210
speedLimit_1323813035_avi_image2.jpg,704,480,schoolSpeedLimit25,500,207,520,243
stop_1323821086_avi_image3.jpg,704,480,stop,181,295,207,321
signalAhead_1323821529_avi_image2.jpg,704,480,signalAhead,390,233,457,294
signalAhead_1323823886_avi_image2.jpg,704,480,signalAhead,384,193,429,237
speedLimit_1323822585_avi_image13.jpg,704,480,speedLimit35,275,278,308,314
speedLimit_1323821252_avi_image14.jpg,704,480,schoolSpeedLimit25,616,235,655,295
stop_1323816448_avi_image22.jpg,704,480,stop,380,275,419,311
signalAhead_1323822472_avi_image8.jpg,704,480,signalAhead,427,261,469,303
stop_1323804359_avi_image15.jpg,704,480,stop,138,44,162,66
stop_1323803184_avi_image6.jpg,704,480,stop,513,32,537,53
stop_1323820452_avi_image10.jpg,704,480,stop,478,238,509,268
speedLimit_1323813035_avi_image3.jpg,704,480,schoolSpeedLimit25,520,197,543,238
stop_1323817816_avi_image11.jpg,704,480,stop,418,256,453,288
stop_1323816483_avi_image17.jpg,704,480,stop,403,302,418,319
stop_1323804592_avi_image15.jpg,704,480,stop,385,22,405,46
speedLimit_1323824852_avi_image1.jpg,704,480,speedLimitUrdbl,520,225,536,243
signalAhead_1323822259_avi_image18.jpg,704,480,signalAhead,654,267,701,312
stop_1323820790_avi_image1.jpg,704,480,stop,428,271,457,300
pedestrian_1323820755_avi_image6.jpg,704,480,pedestrianCrossing,543,279,589,324
signalAhead_1323823223_avi_image8.jpg,704,480,signalAhead,576,211,599,235
speedLimit_1323824296_avi_image10.jpg,704,480,speedLimit45,208,185,228,209
merge_1323817276_avi_image15.jpg,704,480,merge,413,269,458,312
signalAhead_1323896726_avi_image6.jpg,640,480,signalAhead,429,229,447,247
stop_1323821086_avi_image5.jpg,704,480,stop,230,289,257,316
speedLimit_1323823843_avi_image6.jpg,704,480,speedLimit40,592,158,621,189
speedLimit_1323822628_avi_image12.jpg,704,480,speedLimit25,407,273,431,300
stop_1323803184_avi_image29.jpg,704,480,stop,661,1,703,39
speedLimit_1323817452_avi_image17.jpg,704,480,speedLimit40,45,275,79,316
stop_1323823007_avi_image1.jpg,704,480,stop,506,204,523,222
addedLane_1323813414_avi_image0.jpg,704,480,addedLane,237,202,277,241
signalAhead_1323816708_avi_image6.jpg,704,480,signalAhead,303,270,340,305
speedLimit_1323823292_avi_image0.jpg,704,480,speedLimit45,130,180,154,208
addedLane_1323816833_avi_image0.jpg,704,480,addedLane,258,258,292,292
pedestrian_1323822718_avi_image17.jpg,704,480,pedestrianCrossing,537,168,566,205
stop_1323820633_avi_image18.jpg,704,480,stop,638,259,666,288
speedLimit_1323804565_avi_image4.jpg,704,480,speedLimit35,571,5,604,44
pedestrian_1323822830_avi_image10.jpg,704,480,pedestrianCrossing,479,167,528,214
speedLimit_1323817452_avi_image15.jpg,704,480,speedLimit40,112,295,141,329
stop_1323821112_avi_image5.jpg,704,480,stop,341,275,377,309
signalAhead_1323817352_avi_image3.jpg,704,480,signalAhead,314,313,334,332
stop_1323812778_avi_image15.jpg,704,480,stop,519,200,549,228
signalAhead_1323816708_avi_image18.jpg,704,480,signalAhead,404,235,468,295
signalAhead_1323823192_avi_image2.jpg,704,480,signalAhead,665,178,699,212
stop_1323816428_avi_image13.jpg,704,480,stop,370,272,406,302
speedLimit_1323817452_avi_image11.jpg,704,480,speedLimit40,175,296,199,324
stop_1323816483_avi_image12.jpg,704,480,stop,388,316,401,328
stop_1323817842_avi_image2.jpg,704,480,stop,472,294,488,309
speedLimit_1323804565_avi_image3.jpg,704,480,speedLimit35,555,15,585,51
pedestrian_1323822718_avi_image9.jpg,704,480,pedestrianCrossing,494,196,519,227
signalAhead_1323819428_avi_image0.jpg,704,480,signalAhead,442,252,481,290
speedLimit_1323822919_avi_image4.jpg,704,480,speedLimit35,474,205,496,230
signalAhead_1323817460_avi_image6.jpg,704,480,signalAhead,89,309,122,342
stop_1323822840_avi_image9.jpg,704,480,stop,421,168,457,202
signalAhead_1323821529_avi_image6.jpg,704,480,signalAhead,502,177,609,278
